College,Branch,Category,Closing_Rank
Balaji Institute of Technology and Science,MTECH-ECE,BC-A,1704
Balaji Institute of Technology and Science,MTECH-ECE,BC-B,1701
Balaji Institute of Technology and Science,MTECH-ECE,BC-C,1766
Balaji Institute of Technology and Science,MTECH-ECE,BC-D,1961
Balaji Institute of Technology and Science,MTECH-ECE,SC,1975
Balaji Institute of Technology and Science,MTECH-ECE,ST,1770
Balaji Institute of Technology and Science,MTECH-EEE,OC,1959
Balaji Institute of Technology and Science,MTECH-EEE,BC-A,1993
Balaji Institute of Technology and Science,MTECH-EEE,BC-B,1826
Balaji Institute of Technology and Science,MTECH-EEE,BC-C,1789
Balaji Institute of Technology and Science,MTECH-EEE,BC-D,1668
Balaji Institute of Technology and Science,MTECH-EEE,SC,1578
Balaji Institute of Technology and Science,MTECH-EEE,ST,1830
Balaji Institute of Technology and Science,MTECH-MECH,OC,1691
Balaji Institute of Technology and Science,MTECH-MECH,BC-A,1938
Balaji Institute of Technology and Science,MTECH-MECH,BC-B,1804
Balaji Institute of Technology and Science,MTECH-MECH,BC-C,2071
Balaji Institute of Technology and Science,MTECH-MECH,BC-D,1788
Balaji Institute of Technology and Science,MTECH-MECH,SC,1937
Balaji Institute of Technology and Science,MTECH-MECH,ST,1945
Balaji Institute of Technology and Science,MTECH-CIVIL,OC,1622
Balaji Institute of Technology and Science,MTECH-CIVIL,BC-A,1989
Balaji Institute of Technology and Science,MTECH-CIVIL,BC-B,1509
Balaji Institute of Technology and Science,MTECH-CIVIL,BC-C,1826
Balaji Institute of Technology and Science,MTECH-CIVIL,BC-D,1675
Balaji Institute of Technology and Science,MTECH-CIVIL,SC,1718
Balaji Institute of Technology and Science,MTECH-CIVIL,ST,1559
Vardhaman College of Engineering,MTECH-CSE,OC,1593
Vardhaman College of Engineering,MTECH-CSE,BC-A,1568
Vardhaman College of Engineering,MTECH-CSE,BC-B,1529
Vardhaman College of Engineering,MTECH-CSE,BC-C,1777
Vardhaman College of Engineering,MTECH-CSE,BC-D,1610
Vardhaman College of Engineering,MTECH-CSE,SC,1786
Vardhaman College of Engineering,MTECH-CSE,ST,1669
Vardhaman College of Engineering,MTECH-ECE,OC,1944
Vardhaman College of Engineering,MTECH-ECE,BC-A,1621
Vardhaman College of Engineering,MTECH-ECE,BC-B,1569
Vardhaman College of Engineering,MTECH-ECE,BC-C,1540
Vardhaman College of Engineering,MTECH-ECE,BC-D,1599
Vardhaman College of Engineering,MTECH-ECE,SC,1599
Vardhaman College of Engineering,MTECH-ECE,ST,1569
Vardhaman College of Engineering,MTECH-EEE,OC,1887
Vardhaman College of Engineering,MTECH-EEE,BC-A,1687
Vardhaman College of Engineering,MTECH-EEE,BC-B,1624
Vardhaman College of Engineering,MTECH-EEE,BC-C,1813
Vardhaman College of Engineering,MTECH-EEE,BC-D,1740
Vardhaman College of Engineering,MTECH-EEE,SC,1458
Vardhaman College of Engineering,MTECH-EEE,ST,1740
Vardhaman College of Engineering,MTECH-MECH,OC,1618
Vardhaman College of Engineering,MTECH-MECH,BC-A,1848
Vardhaman College of Engineering,MTECH-MECH,BC-B,1856
Vardhaman College of Engineering,MTECH-MECH,BC-C,1484
Vardhaman College of Engineering,MTECH-MECH,BC-D,1648
Vardhaman College of Engineering,MTECH-MECH,SC,1528
Vardhaman College of Engineering,MTECH-MECH,ST,1623
Vardhaman College of Engineering,MTECH-CIVIL,OC,1666
Vardhaman College of Engineering,MTECH-CIVIL,BC-A,1769
Vardhaman College of Engineering,MTECH-CIVIL,BC-B,1425
Vardhaman College of Engineering,MTECH-CIVIL,BC-C,1691
Vardhaman College of Engineering,MTECH-CIVIL,BC-D,1664
Vardhaman College of Engineering,MTECH-CIVIL,SC,1826
Vardhaman College of Engineering,MTECH-CIVIL,ST,1782
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-CSE,OC,825
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-CSE,BC-A,515
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-CSE,BC-B,626
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-CSE,BC-C,436
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-CSE,BC-D,801
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-CSE,SC,595
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-CSE,ST,620
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-ECE,OC,396
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-ECE,BC-A,396
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-ECE,BC-B,401
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-ECE,BC-C,550
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-ECE,BC-D,341
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-ECE,SC,381
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-ECE,ST,427
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-EEE,OC,786
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-EEE,BC-A,836
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-EEE,BC-B,857
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-EEE,BC-C,796
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-EEE,BC-D,642
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-EEE,SC,940
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-EEE,ST,745
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-MECH,OC,272
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-MECH,BC-A,569
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-MECH,BC-B,646
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-MECH,BC-C,451
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-MECH,BC-D,495
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-MECH,SC,368
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-MECH,ST,483
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-CIVIL,OC,701
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-CIVIL,BC-A,325
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-CIVIL,BC-B,458
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-CIVIL,BC-C,485
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-CIVIL,BC-D,406
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-CIVIL,SC,428
Gokaraju Rangaraju Institute of Engineering and Technology,MTECH-CIVIL,ST,525
Kamala Institute of Technology,MTECH-CSE,OC,1531
Kamala Institute of Technology,MTECH-CSE,BC-A,1129
Kamala Institute of Technology,MTECH-CSE,BC-B,1454
Kamala Institute of Technology,MTECH-CSE,BC-C,1397
Kamala Institute of Technology,MTECH-CSE,BC-D,1476
Kamala Institute of Technology,MTECH-CSE,SC,1089
Kamala Institute of Technology,MTECH-CSE,ST,1342
Kamala Institute of Technology,MTECH-ECE,OC,1409
Kamala Institute of Technology,MTECH-ECE,BC-A,1306
Kamala Institute of Technology,MTECH-ECE,BC-B,1251
Kamala Institute of Technology,MTECH-ECE,BC-C,1446
Kamala Institute of Technology,MTECH-ECE,BC-D,1386
Kamala Institute of Technology,MTECH-ECE,SC,1576
Kamala Institute of Technology,MTECH-ECE,ST,1435
Kamala Institute of Technology,MTECH-EEE,OC,1464
Kamala Institute of Technology,MTECH-EEE,BC-A,1438
Kamala Institute of Technology,MTECH-EEE,BC-B,1565
Kamala Institute of Technology,MTECH-EEE,BC-C,1595
Kamala Institute of Technology,MTECH-EEE,BC-D,1632
Kamala Institute of Technology,MTECH-EEE,SC,1505
Kamala Institute of Technology,MTECH-EEE,ST,1375
Kamala Institute of Technology,MTECH-MECH,OC,1501
Kamala Institute of Technology,MTECH-MECH,BC-A,1289
Kamala Institute of Technology,MTECH-MECH,BC-B,1345
Kamala Institute of Technology,MTECH-MECH,BC-C,1248
Kamala Institute of Technology,MTECH-MECH,BC-D,1540
Kamala Institute of Technology,MTECH-MECH,SC,1399
Kamala Institute of Technology,MTECH-MECH,ST,1305
Kamala Institute of Technology,MTECH-CIVIL,OC,1614
Kamala Institute of Technology,MTECH-CIVIL,BC-A,1207
Kamala Institute of Technology,MTECH-CIVIL,BC-B,1527
Kamala Institute of Technology,MTECH-CIVIL,BC-C,1269
Kamala Institute of Technology,MTECH-CIVIL,BC-D,1425
Kamala Institute of Technology,MTECH-CIVIL,SC,1332
Kamala Institute of Technology,MTECH-CIVIL,ST,1360
Kakatiya Institute of Technology and Science,MTECH-CSE,OC,1372
Kakatiya Institute of Technology and Science,MTECH-CSE,BC-A,1102
Kakatiya Institute of Technology and Science,MTECH-CSE,BC-B,1272
Kakatiya Institute of Technology and Science,MTECH-CSE,BC-C,1444
Kakatiya Institute of Technology and Science,MTECH-CSE,BC-D,1414
Kakatiya Institute of Technology and Science,MTECH-CSE,SC,1144
Kakatiya Institute of Technology and Science,MTECH-CSE,ST,1041
Kakatiya Institute of Technology and Science,MTECH-ECE,OC,1547
Kakatiya Institute of Technology and Science,MTECH-ECE,BC-A,1271
Kakatiya Institute of Technology and Science,MTECH-ECE,BC-B,1517
Kakatiya Institute of Technology and Science,MTECH-ECE,BC-C,1577
Kakatiya Institute of Technology and Science,MTECH-ECE,BC-D,1522
Kakatiya Institute of Technology and Science,MTECH-ECE,SC,1339
Kakatiya Institute of Technology and Science,MTECH-ECE,ST,1607
Kakatiya Institute of Technology and Science,MTECH-EEE,OC,1037
Kakatiya Institute of Technology and Science,MTECH-EEE,BC-A,1231
Kakatiya Institute of Technology and Science,MTECH-EEE,BC-B,1130
Kakatiya Institute of Technology and Science,MTECH-EEE,BC-C,1165
Kakatiya Institute of Technology and Science,MTECH-EEE,BC-D,1423
Kakatiya Institute of Technology and Science,MTECH-EEE,SC,1299
Kakatiya Institute of Technology and Science,MTECH-EEE,ST,1504
Kakatiya Institute of Technology and Science,MTECH-MECH,OC,1162
Kakatiya Institute of Technology and Science,MTECH-MECH,BC-A,1126
Kakatiya Institute of Technology and Science,MTECH-MECH,BC-B,1234
Kakatiya Institute of Technology and Science,MTECH-MECH,BC-C,1136
Kakatiya Institute of Technology and Science,MTECH-MECH,BC-D,1482
Kakatiya Institute of Technology and Science,MTECH-MECH,SC,1119
Kakatiya Institute of Technology and Science,MTECH-MECH,ST,1558
Kakatiya Institute of Technology and Science,MTECH-CIVIL,OC,1495
Kakatiya Institute of Technology and Science,MTECH-CIVIL,BC-A,1205
Kakatiya Institute of Technology and Science,MTECH-CIVIL,BC-B,1618
Kakatiya Institute of Technology and Science,MTECH-CIVIL,BC-C,1213
Kakatiya Institute of Technology and Science,MTECH-CIVIL,BC-D,1683
Kakatiya Institute of Technology and Science,MTECH-CIVIL,SC,1361
Kakatiya Institute of Technology and Science,MTECH-CIVIL,ST,1204
Mahaveer Institute of Science and Technology,MTECH-CSE,OC,304
Mahaveer Institute of Science and Technology,MTECH-CSE,BC-A,328
Mahaveer Institute of Science and Technology,MTECH-CSE,BC-B,546
Mahaveer Institute of Science and Technology,MTECH-CSE,BC-C,144
Mahaveer Institute of Science and Technology,MTECH-CSE,BC-D,187
Mahaveer Institute of Science and Technology,MTECH-CSE,SC,531
Mahaveer Institute of Science and Technology,MTECH-CSE,ST,458
Mahaveer Institute of Science and Technology,MTECH-ECE,OC,680
Mahaveer Institute of Science and Technology,MTECH-ECE,BC-A,660
Mahaveer Institute of Science and Technology,MTECH-ECE,BC-B,542
Mahaveer Institute of Science and Technology,MTECH-ECE,BC-C,556
Mahaveer Institute of Science and Technology,MTECH-ECE,BC-D,571
Mahaveer Institute of Science and Technology,MTECH-ECE,SC,513
Mahaveer Institute of Science and Technology,MTECH-ECE,ST,806
Mahaveer Institute of Science and Technology,MTECH-EEE,OC,387
Mahaveer Institute of Science and Technology,MTECH-EEE,BC-A,448
Mahaveer Institute of Science and Technology,MTECH-EEE,BC-B,273
Mahaveer Institute of Science and Technology,MTECH-EEE,BC-C,399
Mahaveer Institute of Science and Technology,MTECH-EEE,BC-D,703
Mahaveer Institute of Science and Technology,MTECH-EEE,SC,445
Mahaveer Institute of Science and Technology,MTECH-EEE,ST,551
Mahaveer Institute of Science and Technology,MTECH-MECH,OC,701
Mahaveer Institute of Science and Technology,MTECH-MECH,BC-A,794
Mahaveer Institute of Science and Technology,MTECH-MECH,BC-B,808
Mahaveer Institute of Science and Technology,MTECH-MECH,BC-C,434
Mahaveer Institute of Science and Technology,MTECH-MECH,BC-D,845
Mahaveer Institute of Science and Technology,MTECH-MECH,SC,524
Mahaveer Institute of Science and Technology,MTECH-MECH,ST,455
Mahaveer Institute of Science and Technology,MTECH-CIVIL,OC,401
Mahaveer Institute of Science and Technology,MTECH-CIVIL,BC-A,589
Mahaveer Institute of Science and Technology,MTECH-CIVIL,BC-B,640
Mahaveer Institute of Science and Technology,MTECH-CIVIL,BC-C,608
Mahaveer Institute of Science and Technology,MTECH-CIVIL,BC-D,519
Mahaveer Institute of Science and Technology,MTECH-CIVIL,SC,717
Mahaveer Institute of Science and Technology,MTECH-CIVIL,ST,358
Narsimha Reddy Engineering College,MTECH-CSE,OC,686
Narsimha Reddy Engineering College,MTECH-CSE,BC-A,476
Narsimha Reddy Engineering College,MTECH-CSE,BC-B,447
Narsimha Reddy Engineering College,MTECH-CSE,BC-C,630
Narsimha Reddy Engineering College,MTECH-CSE,BC-D,311
Narsimha Reddy Engineering College,MTECH-CSE,SC,402
Narsimha Reddy Engineering College,MTECH-CSE,ST,624
Narsimha Reddy Engineering College,MTECH-ECE,OC,816
Narsimha Reddy Engineering College,MTECH-ECE,BC-A,736
Narsimha Reddy Engineering College,MTECH-ECE,BC-B,423
Narsimha Reddy Engineering College,MTECH-ECE,BC-C,708
Narsimha Reddy Engineering College,MTECH-ECE,BC-D,531
Narsimha Reddy Engineering College,MTECH-ECE,SC,572
Narsimha Reddy Engineering College,MTECH-ECE,ST,503
Narsimha Reddy Engineering College,MTECH-EEE,OC,548
Narsimha Reddy Engineering College,MTECH-EEE,BC-A,476
Narsimha Reddy Engineering College,MTECH-EEE,BC-B,768
Narsimha Reddy Engineering College,MTECH-EEE,BC-C,573
Narsimha Reddy Engineering College,MTECH-EEE,BC-D,364
Narsimha Reddy Engineering College,MTECH-EEE,SC,676
Narsimha Reddy Engineering College,MTECH-EEE,ST,508
Narsimha Reddy Engineering College,MTECH-MECH,OC,553
Narsimha Reddy Engineering College,MTECH-MECH,BC-A,711
Narsimha Reddy Engineering College,MTECH-MECH,BC-B,536
Narsimha Reddy Engineering College,MTECH-MECH,BC-C,767
Narsimha Reddy Engineering College,MTECH-MECH,BC-D,862
Narsimha Reddy Engineering College,MTECH-MECH,SC,841
Narsimha Reddy Engineering College,MTECH-MECH,ST,435
Narsimha Reddy Engineering College,MTECH-CIVIL,OC,368
Narsimha Reddy Engineering College,MTECH-CIVIL,BC-A,457
Narsimha Reddy Engineering College,MTECH-CIVIL,BC-B,501
Narsimha Reddy Engineering College,MTECH-CIVIL,BC-C,535
Narsimha Reddy Engineering College,MTECH-CIVIL,BC-D,490
Narsimha Reddy Engineering College,MTECH-CIVIL,SC,303
Narsimha Reddy Engineering College,MTECH-CIVIL,ST,547
Vignan Institute of Technology and Science,MTECH-CSE,OC,1107
Vignan Institute of Technology and Science,MTECH-CSE,BC-A,865
Vignan Institute of Technology and Science,MTECH-CSE,BC-B,633
Vignan Institute of Technology and Science,MTECH-CSE,BC-C,1094
Vignan Institute of Technology and Science,MTECH-CSE,BC-D,908
Vignan Institute of Technology and Science,MTECH-CSE,SC,930
Vignan Institute of Technology and Science,MTECH-CSE,ST,988
Vignan Institute of Technology and Science,MTECH-ECE,OC,1087
Vignan Institute of Technology and Science,MTECH-ECE,BC-A,1157
Vignan Institute of Technology and Science,MTECH-ECE,BC-B,1260
Vignan Institute of Technology and Science,MTECH-ECE,BC-C,1258
Vignan Institute of Technology and Science,MTECH-ECE,BC-D,858
Vignan Institute of Technology and Science,MTECH-ECE,SC,892
Vignan Institute of Technology and Science,MTECH-ECE,ST,1225
Vignan Institute of Technology and Science,MTECH-EEE,OC,936
Vignan Institute of Technology and Science,MTECH-EEE,BC-A,1014
Vignan Institute of Technology and Science,MTECH-EEE,BC-B,1018
Vignan Institute of Technology and Science,MTECH-EEE,BC-C,649
Vignan Institute of Technology and Science,MTECH-EEE,BC-D,911
Vignan Institute of Technology and Science,MTECH-EEE,SC,945
Vignan Institute of Technology and Science,MTECH-EEE,ST,1051
Vignan Institute of Technology and Science,MTECH-MECH,OC,1020
Vignan Institute of Technology and Science,MTECH-MECH,BC-A,822
Vignan Institute of Technology and Science,MTECH-MECH,BC-B,613
Vignan Institute of Technology and Science,MTECH-MECH,BC-C,1005
Vignan Institute of Technology and Science,MTECH-MECH,BC-D,993
Vignan Institute of Technology and Science,MTECH-MECH,SC,994
Vignan Institute of Technology and Science,MTECH-MECH,ST,661
Vignan Institute of Technology and Science,MTECH-CIVIL,OC,607
Vignan Institute of Technology and Science,MTECH-CIVIL,BC-A,624
Vignan Institute of Technology and Science,MTECH-CIVIL,BC-B,725
Vignan Institute of Technology and Science,MTECH-CIVIL,BC-C,872
Vignan Institute of Technology and Science,MTECH-CIVIL,BC-D,651
Vignan Institute of Technology and Science,MTECH-CIVIL,SC,934
Vignan Institute of Technology and Science,MTECH-CIVIL,ST,868
Chaitanya Engineering College,MTECH-CSE,OC,1182
Chaitanya Engineering College,MTECH-CSE,BC-A,1102
Chaitanya Engineering College,MTECH-CSE,BC-B,1537
Chaitanya Engineering College,MTECH-CSE,BC-C,1541
Chaitanya Engineering College,MTECH-CSE,BC-D,1170
Chaitanya Engineering College,MTECH-CSE,SC,1201
Chaitanya Engineering College,MTECH-CSE,ST,1372
Chaitanya Engineering College,MTECH-ECE,OC,1523
Chaitanya Engineering College,MTECH-ECE,BC-A,1552
Chaitanya Engineering College,MTECH-ECE,BC-B,1404
Chaitanya Engineering College,MTECH-ECE,BC-C,1599
Chaitanya Engineering College,MTECH-ECE,BC-D,1474
Chaitanya Engineering College,MTECH-ECE,SC,1602
Chaitanya Engineering College,MTECH-ECE,ST,1516
Chaitanya Engineering College,MTECH-EEE,OC,1604
Chaitanya Engineering College,MTECH-EEE,BC-A,1217
Chaitanya Engineering College,MTECH-EEE,BC-B,1480
Chaitanya Engineering College,MTECH-EEE,BC-C,1379
Chaitanya Engineering College,MTECH-EEE,BC-D,1293
Chaitanya Engineering College,MTECH-EEE,SC,1612
Chaitanya Engineering College,MTECH-EEE,ST,1221
Chaitanya Engineering College,MTECH-MECH,OC,1530
Chaitanya Engineering College,MTECH-MECH,BC-A,1682
Chaitanya Engineering College,MTECH-MECH,BC-B,1702
Chaitanya Engineering College,MTECH-MECH,BC-C,1468
Chaitanya Engineering College,MTECH-MECH,BC-D,1503
Chaitanya Engineering College,MTECH-MECH,SC,1526
Chaitanya Engineering College,MTECH-MECH,ST,1448
Chaitanya Engineering College,MTECH-CIVIL,OC,1683
Chaitanya Engineering College,MTECH-CIVIL,BC-A,1481
Chaitanya Engineering College,MTECH-CIVIL,BC-B,1493
Chaitanya Engineering College,MTECH-CIVIL,BC-C,1286
Chaitanya Engineering College,MTECH-CIVIL,BC-D,1399
Chaitanya Engineering College,MTECH-CIVIL,SC,1610
Chaitanya Engineering College,MTECH-CIVIL,ST,1576
Rishi MS Institute of Engineering and Technology,MTECH-CSE,OC,500
Rishi MS Institute of Engineering and Technology,MTECH-CSE,BC-A,335
Rishi MS Institute of Engineering and Technology,MTECH-CSE,BC-B,271
Rishi MS Institute of Engineering and Technology,MTECH-CSE,BC-C,496
Rishi MS Institute of Engineering and Technology,MTECH-CSE,BC-D,401
Rishi MS Institute of Engineering and Technology,MTECH-CSE,SC,343
Rishi MS Institute of Engineering and Technology,MTECH-CSE,ST,600
Rishi MS Institute of Engineering and Technology,MTECH-ECE,OC,133
Rishi MS Institute of Engineering and Technology,MTECH-ECE,BC-A,106
Rishi MS Institute of Engineering and Technology,MTECH-ECE,BC-B,276
Rishi MS Institute of Engineering and Technology,MTECH-ECE,BC-C,197
Rishi MS Institute of Engineering and Technology,MTECH-ECE,BC-D,311
Rishi MS Institute of Engineering and Technology,MTECH-ECE,SC,361
Rishi MS Institute of Engineering and Technology,MTECH-ECE,ST,449
Rishi MS Institute of Engineering and Technology,MTECH-EEE,OC,772
Rishi MS Institute of Engineering and Technology,MTECH-EEE,BC-A,632
Rishi MS Institute of Engineering and Technology,MTECH-EEE,BC-B,394
Rishi MS Institute of Engineering and Technology,MTECH-EEE,BC-C,387
Rishi MS Institute of Engineering and Technology,MTECH-EEE,BC-D,580
Rishi MS Institute of Engineering and Technology,MTECH-EEE,SC,449
Rishi MS Institute of Engineering and Technology,MTECH-EEE,ST,374
Rishi MS Institute of Engineering and Technology,MTECH-MECH,OC,576
Rishi MS Institute of Engineering and Technology,MTECH-MECH,BC-A,622
Rishi MS Institute of Engineering and Technology,MTECH-MECH,BC-B,498
Rishi MS Institute of Engineering and Technology,MTECH-MECH,BC-C,568
Rishi MS Institute of Engineering and Technology,MTECH-MECH,BC-D,631
Rishi MS Institute of Engineering and Technology,MTECH-MECH,SC,436
Rishi MS Institute of Engineering and Technology,MTECH-MECH,ST,610
Rishi MS Institute of Engineering and Technology,MTECH-CIVIL,OC,170
Rishi MS Institute of Engineering and Technology,MTECH-CIVIL,BC-A,389
Rishi MS Institute of Engineering and Technology,MTECH-CIVIL,BC-B,484
Rishi MS Institute of Engineering and Technology,MTECH-CIVIL,BC-C,214
Rishi MS Institute of Engineering and Technology,MTECH-CIVIL,BC-D,128
Rishi MS Institute of Engineering and Technology,MTECH-CIVIL,SC,458
Rishi MS Institute of Engineering and Technology,MTECH-CIVIL,ST,433
Swami Vivekananda Institute of Technology,MTECH-CSE,OC,707
Swami Vivekananda Institute of Technology,MTECH-CSE,BC-A,915
Swami Vivekananda Institute of Technology,MTECH-CSE,BC-B,644
Swami Vivekananda Institute of Technology,MTECH-CSE,BC-C,534
Swami Vivekananda Institute of Technology,MTECH-CSE,BC-D,877
Swami Vivekananda Institute of Technology,MTECH-CSE,SC,711
Swami Vivekananda Institute of Technology,MTECH-CSE,ST,538
Swami Vivekananda Institute of Technology,MTECH-ECE,OC,570
Swami Vivekananda Institute of Technology,MTECH-ECE,BC-A,287
Swami Vivekananda Institute of Technology,MTECH-ECE,BC-B,620
Swami Vivekananda Institute of Technology,MTECH-ECE,BC-C,359
Swami Vivekananda Institute of Technology,MTECH-ECE,BC-D,471
Swami Vivekananda Institute of Technology,MTECH-ECE,SC,515
Swami Vivekananda Institute of Technology,MTECH-ECE,ST,671
Swami Vivekananda Institute of Technology,MTECH-EEE,OC,740
Swami Vivekananda Institute of Technology,MTECH-EEE,BC-A,608
Swami Vivekananda Institute of Technology,MTECH-EEE,BC-B,836
Swami Vivekananda Institute of Technology,MTECH-EEE,BC-C,862
Swami Vivekananda Institute of Technology,MTECH-EEE,BC-D,852
Swami Vivekananda Institute of Technology,MTECH-EEE,SC,537
Swami Vivekananda Institute of Technology,MTECH-EEE,ST,583
Swami Vivekananda Institute of Technology,MTECH-MECH,OC,886
Swami Vivekananda Institute of Technology,MTECH-MECH,BC-A,685
Swami Vivekananda Institute of Technology,MTECH-MECH,BC-B,488
Swami Vivekananda Institute of Technology,MTECH-MECH,BC-C,646
Swami Vivekananda Institute of Technology,MTECH-MECH,BC-D,677
Swami Vivekananda Institute of Technology,MTECH-MECH,SC,474
Swami Vivekananda Institute of Technology,MTECH-MECH,ST,862
Swami Vivekananda Institute of Technology,MTECH-CIVIL,OC,810
Swami Vivekananda Institute of Technology,MTECH-CIVIL,BC-A,712
Swami Vivekananda Institute of Technology,MTECH-CIVIL,BC-B,918
Swami Vivekananda Institute of Technology,MTECH-CIVIL,BC-C,872
Swami Vivekananda Institute of Technology,MTECH-CIVIL,BC-D,620
Swami Vivekananda Institute of Technology,MTECH-CIVIL,SC,627
Swami Vivekananda Institute of Technology,MTECH-CIVIL,ST,939
St. Peter’s Engineering College,MTECH-CSE,OC,1607
St. Peter’s Engineering College,MTECH-CSE,BC-A,1416
St. Peter’s Engineering College,MTECH-CSE,BC-B,1238
St. Peter’s Engineering College,MTECH-CSE,BC-C,1385
St. Peter’s Engineering College,MTECH-CSE,BC-D,1534
St. Peter’s Engineering College,MTECH-CSE,SC,1298
St. Peter’s Engineering College,MTECH-CSE,ST,1572
St. Peter’s Engineering College,MTECH-ECE,OC,1194
St. Peter’s Engineering College,MTECH-ECE,BC-A,1335
St. Peter’s Engineering College,MTECH-ECE,BC-B,1565
St. Peter’s Engineering College,MTECH-ECE,BC-C,1559
St. Peter’s Engineering College,MTECH-ECE,BC-D,1649
St. Peter’s Engineering College,MTECH-ECE,SC,1215
St. Peter’s Engineering College,MTECH-ECE,ST,1620
St. Peter’s Engineering College,MTECH-EEE,OC,1584
St. Peter’s Engineering College,MTECH-EEE,BC-A,1248
St. Peter’s Engineering College,MTECH-EEE,BC-B,1376
St. Peter’s Engineering College,MTECH-EEE,BC-C,1318
St. Peter’s Engineering College,MTECH-EEE,BC-D,1314
St. Peter’s Engineering College,MTECH-EEE,SC,1535
St. Peter’s Engineering College,MTECH-EEE,ST,1392
St. Peter’s Engineering College,MTECH-MECH,OC,1290
St. Peter’s Engineering College,MTECH-MECH,BC-A,1602
St. Peter’s Engineering College,MTECH-MECH,BC-B,1506
St. Peter’s Engineering College,MTECH-MECH,BC-C,1415
St. Peter’s Engineering College,MTECH-MECH,BC-D,1207
St. Peter’s Engineering College,MTECH-MECH,SC,1289
St. Peter’s Engineering College,MTECH-MECH,ST,1573
St. Peter’s Engineering College,MTECH-CIVIL,OC,1436
St. Peter’s Engineering College,MTECH-CIVIL,BC-A,1553
St. Peter’s Engineering College,MTECH-CIVIL,BC-B,1669
St. Peter’s Engineering College,MTECH-CIVIL,BC-C,1193
St. Peter’s Engineering College,MTECH-CIVIL,BC-D,1236
St. Peter’s Engineering College,MTECH-CIVIL,SC,1558
St. Peter’s Engineering College,MTECH-CIVIL,ST,1211
Joginpally BR Engineering College,MTECH-CSE,OC,514
Joginpally BR Engineering College,MTECH-CSE,BC-A,664
Joginpally BR Engineering College,MTECH-CSE,BC-B,761
Joginpally BR Engineering College,MTECH-CSE,BC-C,748
Joginpally BR Engineering College,MTECH-CSE,BC-D,334
Joginpally BR Engineering College,MTECH-CSE,SC,529
Joginpally BR Engineering College,MTECH-CSE,ST,469
Joginpally BR Engineering College,MTECH-ECE,OC,734
Joginpally BR Engineering College,MTECH-ECE,BC-A,541
Joginpally BR Engineering College,MTECH-ECE,BC-B,379
Joginpally BR Engineering College,MTECH-ECE,BC-C,594
Joginpally BR Engineering College,MTECH-ECE,BC-D,656
Joginpally BR Engineering College,MTECH-ECE,SC,711
Joginpally BR Engineering College,MTECH-ECE,ST,667
Joginpally BR Engineering College,MTECH-EEE,OC,606
Joginpally BR Engineering College,MTECH-EEE,BC-A,589
Joginpally BR Engineering College,MTECH-EEE,BC-B,539
Joginpally BR Engineering College,MTECH-EEE,BC-C,801
Joginpally BR Engineering College,MTECH-EEE,BC-D,603
Joginpally BR Engineering College,MTECH-EEE,SC,834
Joginpally BR Engineering College,MTECH-EEE,ST,557
Joginpally BR Engineering College,MTECH-MECH,OC,623
Joginpally BR Engineering College,MTECH-MECH,BC-A,662
Joginpally BR Engineering College,MTECH-MECH,BC-B,335
Joginpally BR Engineering College,MTECH-MECH,BC-C,323
Joginpally BR Engineering College,MTECH-MECH,BC-D,271
Joginpally BR Engineering College,MTECH-MECH,SC,472
Joginpally BR Engineering College,MTECH-MECH,ST,250
Joginpally BR Engineering College,MTECH-CIVIL,OC,827
